Path,Name,TypeName,Type,Description,Created,CreatedBy,Modified,ModifiedBy
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtngstconverted(Table),app_tblnz_rtngstconverted,Table,Table,,14/05/2020 11:57:35 AM,ird0rxa,14/05/2020 11:57:35 AM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnicaann(Table),app_tblnz_rtnicaann,Table,Table,,5/06/2020 7:36:11 AM,ird0dxm,5/06/2020 7:36:11 AM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnicaannfdp(Table),app_tblnz_rtnicaannfdp,Table,Table,,4/06/2020 11:58:46 AM,ird0dxm,4/06/2020 11:58:46 AM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtniit(Table),app_tblnz_rtniit,Table,Table,,12/07/2019 1:56:20 PM,ird0dxi,9/04/2020 12:40:47 PM,ird0nxl
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtniitcoexistence(Table),app_tblnz_rtniitcoexistence,Table,Table,,9/09/2019 2:24:35 PM,ird0dxi,12/02/2020 2:11:23 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtniitexclovrseas(Table),app_tblnz_rtniitexclovrseas,Table,Table,,11/05/2020 6:37:21 PM,ird0dxi,11/05/2020 6:37:21 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtniitincomeselect(Table),app_tblnz_rtniitincomeselect,Table,Table,,22/11/2019 4:14:50 PM,ird0nxl,16/03/2020 3:41:51 PM,ird0nxl
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtniitnr(Table),app_tblnz_rtniitnr,Table,Table,,16/03/2020 12:39:48 PM,ird0nxl,16/03/2020 12:39:48 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtniitpartyear(Table),app_tblnz_rtniitpartyear,Table,Table,,8/05/2020 8:41:33 AM,ird0dxi,8/05/2020 8:41:33 AM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtniitstudentloan(Table),app_tblnz_rtniitstudentloan,Table,Table,,11/05/2020 6:19:04 PM,ird0dxi,11/05/2020 6:19:04 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnipseincomeinfo(Table),app_tblnz_rtnipseincomeinfo,Table,Table,,27/05/2020 4:09:48 PM,ird0rxa,27/05/2020 4:09:48 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnipselineitem(Table),app_tblnz_rtnipselineitem,Table,Table,,27/05/2020 4:10:21 PM,ird0rxa,27/05/2020 4:10:21 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnipsp(Table),app_tblnz_rtnipsp,Table,Table,,27/05/2020 5:07:01 PM,ird0rxa,27/05/2020 5:07:01 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnitnbenlineitem(Table),app_tblnz_rtnitnbenlineitem,Table,Table,,14/05/2020 1:25:39 PM,ird0axs,14/05/2020 1:25:39 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnitnshrlineitem(Table),app_tblnz_rtnitnshrlineitem,Table,Table,,4/09/2019 3:26:27 PM,ird0dxi,12/04/2020 1:25:29 PM,ird0nxl
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnjointaccholders(Table),app_tblnz_rtnjointaccholders,Table,Table,,14/05/2020 1:25:39 PM,ird0axs,14/05/2020 1:25:39 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnkssgvc(Table),app_tblnz_rtnkssgvc,Table,Table,,17/03/2020 1:15:08 PM,ird0dxi,17/03/2020 1:15:08 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnlineitem(Table),app_tblnz_rtnlineitem,Table,Table,,4/09/2019 9:22:54 AM,ird0nxl,16/03/2020 3:42:13 PM,ird0nxl
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnlodgement(Table),app_tblnz_rtnlodgement,Table,Table,,14/05/2020 1:25:39 PM,ird0axs,14/05/2020 1:25:39 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnlodgementmapping(Table),app_tblnz_rtnlodgementmapping,Table,Table,,14/05/2020 1:25:39 PM,ird0axs,14/05/2020 1:25:39 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnmacama(Table),app_tblnz_rtnmacama,Table,Table,,14/05/2020 1:25:39 PM,ird0axs,14/05/2020 1:25:39 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnmacamafdp(Table),app_tblnz_rtnmacamafdp,Table,Table,,25/05/2020 8:21:57 AM,ird0nxl,25/05/2020 8:21:57 AM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnnit(Table),app_tblnz_rtnnit,Table,Table,,18/10/2019 12:19:11 PM,ird0dxi,16/03/2020 3:42:23 PM,ird0nxl
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnnitclb(Table),app_tblnz_rtnnitclb,Table,Table,,4/09/2019 9:22:54 AM,ird0nxl,16/03/2020 1:54:38 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnnitest(Table),app_tblnz_rtnnitest,Table,Table,,25/09/2019 3:10:00 PM,ird0dxm,16/03/2020 2:04:57 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnnitma(Table),app_tblnz_rtnnitma,Table,Table,,13/09/2019 8:36:25 AM,ird0axs,17/03/2020 7:56:38 AM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnnitprt(Table),app_tblnz_rtnnitprt,Table,Table,,13/09/2019 8:36:25 AM,ird0axs,16/03/2020 1:53:13 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnnitprtattrbp(Table),app_tblnz_rtnnitprtattrbp,Table,Table,,14/05/2020 3:48:21 PM,ird0rxa,14/05/2020 3:48:21 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnnitprtattrl(Table),app_tblnz_rtnnitprtattrl,Table,Table,,19/09/2019 1:10:19 PM,ird0dxi,5/05/2020 9:06:37 AM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnnitsup(Table),app_tblnz_rtnnitsup,Table,Table,,8/05/2020 10:53:07 AM,ird0dxi,8/05/2020 10:53:07 AM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnnrte(Table),app_tblnz_rtnnrte,Table,Table,,25/05/2020 8:23:08 AM,ird0nxl,25/05/2020 8:23:08 AM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnnrtelineitem(Table),app_tblnz_rtnnrtelineitem,Table,Table,,14/05/2020 1:16:15 PM,ird0nxl,14/05/2020 1:16:15 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnnrtp(Table),app_tblnz_rtnnrtp,Table,Table,,15/05/2020 10:20:16 AM,ird0nxl,15/05/2020 10:20:16 AM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnnrts(Table),app_tblnz_rtnnrts,Table,Table,,10/06/2020 1:16:18 PM,ird0rxa,10/06/2020 1:16:18 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnpieann(Table),app_tblnz_rtnpieann,Table,Table,,26/05/2020 12:28:11 PM,ird0nxl,26/05/2020 12:28:11 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnpieannlineitem(Table),app_tblnz_rtnpieannlineitem,Table,Table,,5/02/2020 4:11:44 PM,ird0nxa,16/03/2020 3:42:40 PM,ird0nxl
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnpieprd(Table),app_tblnz_rtnpieprd,Table,Table,,15/05/2020 3:41:05 PM,ird0rxa,15/05/2020 3:41:05 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnpropertysale(Table),app_tblnz_rtnpropertysale,Table,Table,,12/09/2019 12:44:08 PM,ird0axs,12/02/2020 2:11:23 PM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnprovisional(Table),app_tblnz_rtnprovisional,Table,Table,,8/05/2020 10:19:43 AM,ird0dxi,8/05/2020 10:19:43 AM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnprs(Table),app_tblnz_rtnprs,Table,Table,,12/05/2020 7:19:32 AM,ird0dxi,12/05/2020 7:19:32 AM,ird0dxm
/IRD/DIP Data Management/3000 Repositories/DIP/DIP Impala Raw/10 In Production/app_tblnz_rtnprssummary(Table),app_tblnz_rtnprssummary,Table,Table,,18/05/2020 3:12:48 PM,ird0rxa,18/05/2020 3:12:48 PM,ird0dxm
